Gene names
ABCB1
BRD2
CCND1
CD44
CDK2
COMT
CXCL8
CYP1A2
CYP2A6
CYP2C19
CYP2C9
CYP2D6
CYP2E1
CYP7B1
FAAH
HLA-DQB1
HSPA8
HTR4
NPIPB8
OPRM1
PLA2G4A
PLCG1
PTGS1
PTGS2
SULT1A4
SULT1E1
SULT2A1
TLR4
TNFRSF11A
TRPV1
UGT1A10
UGT1A3
UGT1A4
UGT1A5
UGT1A6
UGT1A7
UGT1A8
UGT1A9
UGT2B15
